Date	Qsim	Qobs	Precipitation	Temperature	AET	PET	Snow	Snowcover	SM	Recharge	SUZ	SLZ	Q0	Q1	Q2
19861203	1.224	0.780	3.4	3.5	0.00	0.02	0.0	0.00	109.4	4.8	4.8	68.8	0.000	0.529	0.695
19861204	1.074	0.811	0.0	7.8	0.02	0.02	0.0	0.00	109.4	0.0	3.4	69.1	0.000	0.376	0.698
19861205	2.586	1.050	19.3	3.0	0.01	0.02	0.0	0.00	112.2	16.5	17.0	69.4	0.000	1.885	0.701
19861206	2.301	1.523	0.0	-0.3	0.01	0.01	0.0	0.00	112.2	0.0	14.4	69.7	0.000	1.596	0.704
19861207	2.044	1.469	0.0	-5.8	0.01	0.01	0.0	0.00	112.2	0.0	12.0	70.0	0.000	1.337	0.707
19861208	1.839	1.349	0.3	2.4	0.01	0.01	0.0	0.00	112.2	0.3	10.2	70.3	0.000	1.129	0.710
19861209	1.629	1.244	0.0	3.3	0.01	0.01	0.0	0.00	112.2	0.0	8.2	70.6	0.000	0.916	0.713
19861210	1.441	1.140	0.0	4.9	0.01	0.01	0.0	0.00	112.2	0.0	6.5	70.9	0.000	0.725	0.716
19861211	1.271	1.043	0.0	-2.0	0.00	0.01	0.0	0.00	112.2	0.0	5.0	71.2	0.000	0.552	0.719
19861212	1.119	0.981	1.7	-0.5	0.00	0.00	1.7	1.00	112.2	0.0	3.6	71.4	0.000	0.397	0.722
19861213	1.025	0.950	0.0	0.3	0.00	0.00	1.2	1.00	112.3	0.4	2.7	71.7	0.000	0.300	0.724
19861214	0.897	0.997	7.3	-0.6	0.00	0.00	8.5	1.00	112.3	0.0	1.5	72.0	0.000	0.170	0.727
19861215	0.783	1.143	0.7	-3.7	0.00	0.00	9.2	1.00	112.3	0.0	0.5	72.3	0.000	0.053	0.730
19861216	0.727	1.077	6.6	-1.6	0.00	0.00	15.8	1.00	112.3	0.0	0.0	72.0	0.000	0.000	0.727
19861217	0.720	0.985	0.1	-2.7	0.00	0.00	15.9	1.00	112.3	0.0	0.0	71.3	0.000	0.000	0.720
19861218	0.713	0.902	2.5	-3.5	0.00	0.00	18.4	1.00	112.3	0.0	0.0	70.6	0.000	0.000	0.713
19861219	0.706	0.825	1.1	-3.6	0.00	0.00	19.5	1.00	112.3	0.0	0.0	69.9	0.000	0.000	0.706
19861220	0.699	0.754	3.7	-7.8	0.00	0.00	23.2	1.00	112.3	0.0	0.0	69.2	0.000	0.000	0.699
19861221	0.692	0.689	3.0	-7.9	0.00	0.00	26.2	1.00	112.3	0.0	0.0	68.5	0.000	0.000	0.692
19861222	0.685	0.636	2.5	-8.4	0.00	0.00	28.7	1.00	112.3	0.0	0.0	67.8	0.000	0.000	0.685
19861223	0.678	0.604	0.6	-6.0	0.00	0.01	29.3	1.00	112.3	0.0	0.0	67.1	0.000	0.000	0.678
19861224	0.671	0.584	1.1	-7.0	0.00	0.01	30.4	1.00	112.3	0.0	0.0	66.5	0.000	0.000	0.671
19861225	0.665	0.567	2.5	-8.9	0.00	0.01	32.9	1.00	112.3	0.0	0.0	65.8	0.000	0.000	0.665
19861226	0.658	0.550	0.9	-4.8	0.00	0.01	33.8	1.00	112.3	0.0	0.0	65.1	0.000	0.000	0.658
19861227	0.651	0.533	2.8	-4.7	0.00	0.02	36.6	1.00	112.3	0.0	0.0	64.5	0.000	0.000	0.651
19861228	0.645	0.517	9.0	-9.2	0.00	0.01	45.6	1.00	112.3	0.0	0.0	63.8	0.000	0.000	0.645
19861229	0.638	0.502	5.7	-3.5	0.00	0.02	51.3	1.00	112.3	0.0	0.0	63.2	0.000	0.000	0.638
19861230	0.632	0.487	0.0	-10.3	0.00	0.01	51.3	1.00	112.3	0.0	0.0	62.6	0.000	0.000	0.632
19861231	0.626	0.472	0.6	-12.9	0.00	0.00	51.9	1.00	112.3	0.0	0.0	61.9	0.000	0.000	0.626
19870101	0.619	0.458	0.0	-19.1	0.00	0.00	51.9	1.00	112.3	0.0	0.0	61.3	0.000	0.000	0.619
19870102	0.613	0.444	0.1	-19.2	0.00	0.00	52.0	1.00	112.3	0.0	0.0	60.7	0.000	0.000	0.613
19870103	0.607	0.431	0.7	-11.3	0.00	0.01	52.7	1.00	112.3	0.0	0.0	60.1	0.000	0.000	0.607
19870104	0.601	0.418	0.0	-17.8	0.00	0.00	52.7	1.00	112.3	0.0	0.0	59.5	0.000	0.000	0.601
19870105	0.595	0.405	2.0	-10.0	0.00	0.01	54.7	1.00	112.3	0.0	0.0	58.9	0.000	0.000	0.595
19870106	0.589	0.393	0.0	-15.4	0.00	0.00	54.7	1.00	112.3	0.0	0.0	58.3	0.000	0.000	0.589
19870107	0.583	0.381	0.0	-24.6	0.00	0.00	54.7	1.00	112.3	0.0	0.0	57.7	0.000	0.000	0.583
19870108	0.577	0.370	5.1	-19.2	0.00	0.00	59.8	1.00	112.3	0.0	0.0	57.2	0.000	0.000	0.577
19870109	0.572	0.359	0.4	-22.2	0.00	0.00	60.2	1.00	112.3	0.0	0.0	56.6	0.000	0.000	0.572
19870110	0.566	0.348	0.0	-24.9	0.00	0.00	60.2	1.00	112.3	0.0	0.0	56.0	0.000	0.000	0.566
19870111	0.560	0.338	0.0	-25.2	0.00	0.00	60.2	1.00	112.3	0.0	0.0	55.5	0.000	0.000	0.560
19870112	0.555	0.327	0.0	-22.1	0.00	0.00	60.2	1.00	112.3	0.0	0.0	54.9	0.000	0.000	0.555
19870113	0.549	0.318	0.0	-18.3	0.00	0.00	60.2	1.00	112.3	0.0	0.0	54.4	0.000	0.000	0.549
19870114	0.544	0.308	0.0	-11.8	0.00	0.01	60.2	1.00	112.3	0.0	0.0	53.8	0.000	0.000	0.544
19870115	0.538	0.299	0.0	-16.7	0.00	0.00	60.2	1.00	112.3	0.0	0.0	53.3	0.000	0.000	0.538
19870116	0.533	0.290	0.0	-15.8	0.00	0.00	60.2	1.00	112.3	0.0	0.0	52.7	0.000	0.000	0.533
19870117	0.527	0.281	0.0	-14.5	0.00	0.00	60.2	1.00	112.3	0.0	0.0	52.2	0.000	0.000	0.527
19870118	0.522	0.273	0.0	-7.6	0.00	0.04	60.2	1.00	112.3	0.0	0.0	51.7	0.000	0.000	0.522
19870119	0.517	0.265	0.0	-7.1	0.00	0.04	60.2	1.00	112.3	0.0	0.0	51.2	0.000	0.000	0.517
19870120	0.512	0.257	2.9	-5.8	0.00	0.05	63.1	1.00	112.3	0.0	0.0	50.7	0.000	0.000	0.512
19870121	0.507	0.249	0.0	-8.0	0.00	0.04	63.1	1.00	112.3	0.0	0.0	50.2	0.000	0.000	0.507
19870122	0.502	0.241	0.0	-11.7	0.00	0.02	63.1	1.00	112.3	0.0	0.0	49.7	0.000	0.000	0.502
19870123	0.497	0.234	0.5	-11.3	0.00	0.02	63.6	1.00	112.3	0.0	0.0	49.2	0.000	0.000	0.497
19870124	0.492	0.227	0.2	-2.8	0.00	0.09	63.8	1.00	112.3	0.0	0.0	48.7	0.000	0.000	0.492
19870125	0.487	0.246	0.0	0.2	0.00	0.11	63.8	1.00	112.3	0.0	0.0	48.2	0.000	0.000	0.487
19870126	0.482	0.276	0.0	-8.9	0.00	0.04	63.8	1.00	112.3	0.0	0.0	47.7	0.000	0.000	0.482
19870127	0.477	0.252	0.6	-10.9	0.00	0.03	64.4	1.00	112.3	0.0	0.0	47.2	0.000	0.000	0.477
19870128	0.472	0.241	0.0	-19.1	0.00	0.00	64.4	1.00	112.3	0.0	0.0	46.7	0.000	0.000	0.472
19870129	0.467	0.234	0.0	-18.3	0.00	0.00	64.4	1.00	112.3	0.0	0.0	46.3	0.000	0.000	0.467
19870130	0.463	0.227	0.1	-5.5	0.00	0.08	64.5	1.00	112.3	0.0	0.0	45.8	0.000	0.000	0.463
19870131	0.458	0.346	0.0	1.2	0.00	0.15	64.5	1.00	112.3	0.0	0.0	45.4	0.000	0.000	0.458
19870201	0.454	0.556	0.0	-3.4	0.00	0.11	64.5	1.00	112.3	0.0	0.0	44.9	0.000	0.000	0.454
19870202	0.449	0.523	0.0	-3.3	0.00	0.11	64.5	1.00	112.3	0.0	0.0	44.5	0.000	0.000	0.449
19870203	0.445	0.459	0.0	-3.8	0.00	0.11	64.5	1.00	112.3	0.0	0.0	44.0	0.000	0.000	0.445
19870204	0.440	0.521	0.0	0.6	0.00	0.16	64.5	1.00	112.3	0.0	0.0	43.6	0.000	0.000	0.440
19870205	0.603	1.066	1.3	2.4	0.00	0.18	62.9	1.00	112.6	2.6	1.4	44.1	0.000	0.157	0.446
19870206	1.282	2.501	4.7	1.9	0.00	0.18	58.7	1.00	113.6	7.9	7.5	44.7	0.000	0.830	0.451
19870207	1.104	3.588	0.0	-4.5	0.00	0.11	58.7	1.00	113.6	0.0	5.8	45.2	0.000	0.647	0.457
19870208	0.945	2.721	0.0	-7.5	0.00	0.08	58.7	1.00	113.6	0.0	4.3	45.8	0.000	0.483	0.462
19870209	0.802	2.002	0.0	-9.4	0.00	0.06	58.7	1.00	113.6	0.0	3.0	46.3	0.000	0.334	0.468
19870210	0.674	1.743	9.3	-10.8	0.00	0.04	68.0	1.00	113.6	0.0	1.8	46.8	0.000	0.201	0.473
19870211	0.559	1.583	4.5	-1.4	0.00	0.16	72.5	1.00	113.6	0.0	0.7	47.3	0.000	0.081	0.478
19870212	0.659	1.821	6.9	0.2	0.00	0.19	77.1	1.00	113.9	2.0	1.6	47.9	0.000	0.176	0.483
19870213	0.547	2.961	5.9	-0.2	0.00	0.19	83.0	1.00	113.9	0.0	0.5	48.4	0.000	0.058	0.489
19870214	0.489	3.658	0.0	-0.9	0.00	0.18	83.0	1.00	113.9	0.0	0.0	48.4	0.000	0.000	0.489
19870215	0.484	2.824	0.0	-6.2	0.00	0.11	83.0	1.00	113.9	0.0	0.0	47.9	0.000	0.000	0.484
19870216	0.479	2.098	0.0	-11.3	0.00	0.04	83.0	1.00	113.9	0.0	0.0	47.4	0.000	0.000	0.479
19870217	0.474	1.820	0.0	-5.6	0.00	0.14	83.0	1.00	113.9	0.0	0.0	47.0	0.000	0.000	0.474
19870218	0.470	1.655	0.3	-9.2	0.00	0.08	83.3	1.00	113.9	0.0	0.0	46.5	0.000	0.000	0.470
19870219	0.465	1.508	0.0	-10.7	0.00	0.06	83.3	1.00	113.9	0.0	0.0	46.0	0.000	0.000	0.465
19870220	0.460	1.374	0.0	-5.0	0.00	0.17	83.3	1.00	113.9	0.0	0.0	45.6	0.000	0.000	0.460
19870221	0.456	1.252	0.0	-1.9	0.00	0.24	83.3	1.00	113.9	0.0	0.0	45.1	0.000	0.000	0.456
19870222	0.451	1.139	0.1	-3.9	0.00	0.20	83.4	1.00	113.9	0.0	0.0	44.7	0.000	0.000	0.451
19870223	0.447	1.036	0.0	-7.9	0.00	0.12	83.4	1.00	113.9	0.0	0.0	44.2	0.000	0.000	0.447
19870224	0.442	0.941	0.0	-6.9	0.00	0.15	83.4	1.00	113.9	0.0	0.0	43.8	0.000	0.000	0.442
19870225	0.438	0.854	0.0	-11.8	0.00	0.03	83.4	1.00	113.9	0.0	0.0	43.3	0.000	0.000	0.438
19870226	0.433	0.775	0.0	-11.4	0.00	0.04	83.4	1.00	113.9	0.0	0.0	42.9	0.000	0.000	0.433
19870227	0.429	0.702	0.0	-5.5	0.00	0.20	83.4	1.00	113.9	0.0	0.0	42.5	0.000	0.000	0.429
19870228	0.425	0.635	0.0	-11.0	0.00	0.04	83.4	1.00	113.9	0.0	0.0	42.0	0.000	0.000	0.425
19870301	0.420	0.575	0.0	-15.1	0.00	0.00	83.4	1.00	113.9	0.0	0.0	41.6	0.000	0.000	0.420
19870302	0.416	0.526	0.0	-16.2	0.00	0.00	83.4	1.00	113.9	0.0	0.0	41.2	0.000	0.000	0.416
19870303	0.412	0.498	0.0	-12.7	0.00	0.00	83.4	1.00	113.9	0.0	0.0	40.8	0.000	0.000	0.412
19870304	0.408	0.482	0.1	-13.8	0.00	0.00	83.5	1.00	113.9	0.0	0.0	40.4	0.000	0.000	0.408
19870305	0.404	0.468	0.0	-15.9	0.00	0.00	83.5	1.00	113.9	0.0	0.0	40.0	0.000	0.000	0.404
19870306	0.400	0.454	0.0	-8.9	0.00	0.10	83.5	1.00	113.9	0.0	0.0	39.6	0.000	0.000	0.400
19870307	0.396	0.440	0.0	-10.2	0.00	0.05	83.5	1.00	113.9	0.0	0.0	39.2	0.000	0.000	0.396
19870308	0.392	0.427	0.0	-7.6	0.00	0.15	83.5	1.00	113.9	0.0	0.0	38.8	0.000	0.000	0.392
19870309	0.388	0.414	0.0	-7.1	0.00	0.17	83.5	1.00	113.9	0.0	0.0	38.4	0.000	0.000	0.388
19870310	0.384	0.402	0.0	-8.7	0.00	0.10	83.5	1.00	113.9	0.0	0.0	38.0	0.000	0.000	0.384
19870311	0.380	0.390	0.0	-7.8	0.00	0.14	83.5	1.00	113.9	0.0	0.0	37.6	0.000	0.000	0.380
19870312	0.376	0.378	0.0	-8.1	0.00	0.12	83.5	1.00	113.9	0.0	0.0	37.3	0.000	0.000	0.376
19870313	0.373	0.367	0.0	-7.4	0.00	0.15	83.5	1.00	113.9	0.0	0.0	36.9	0.000	0.000	0.373
19870314	0.369	0.356	0.0	-8.2	0.00	0.11	83.5	1.00	113.9	0.0	0.0	36.5	0.000	0.000	0.369
19870315	0.365	0.345	0.0	-6.2	0.00	0.20	83.5	1.00	113.9	0.0	0.0	36.2	0.000	0.000	0.365
19870316	0.362	0.335	0.0	-4.8	0.00	0.26	83.5	1.00	113.9	0.0	0.0	35.8	0.000	0.000	0.362
19870317	0.358	0.325	0.0	-4.4	0.00	0.30	83.5	1.00	113.9	0.0	0.0	35.4	0.000	0.000	0.358
19870318	0.354	0.315	7.7	-1.1	0.00	0.48	91.2	1.00	113.9	0.0	0.0	35.1	0.000	0.000	0.354
19870319	0.351	0.305	1.7	-1.2	0.00	0.50	92.9	1.00	113.9	0.0	0.0	34.7	0.000	0.000	0.351
19870320	0.347	0.296	3.9	-1.3	0.00	0.51	96.8	1.00	113.9	0.0	0.0	34.4	0.000	0.000	0.347
19870321	0.344	0.287	0.2	-1.5	0.00	0.52	97.0	1.00	113.9	0.0	0.0	34.0	0.000	0.000	0.344
19870322	0.340	0.311	1.0	-0.6	0.00	0.60	98.0	1.00	113.9	0.0	0.0	33.7	0.000	0.000	0.340
19870323	0.337	0.409	0.0	-0.5	0.00	0.63	98.0	1.00	113.9	0.0	0.0	33.4	0.000	0.000	0.337
19870324	0.334	0.599	0.0	0.0	0.00	0.68	98.0	1.00	113.9	0.0	0.0	33.0	0.000	0.000	0.334
19870325	0.330	0.829	0.1	-0.4	0.00	0.67	98.1	1.00	113.9	0.0	0.0	32.7	0.000	0.000	0.330
19870326	0.327	0.882	6.8	-1.2	0.00	0.62	104.9	1.00	113.9	0.0	0.0	32.4	0.000	0.000	0.327
19870327	0.462	1.088	7.3	2.6	0.00	0.95	109.7	1.00	114.1	2.3	1.2	33.0	0.000	0.128	0.334
19870328	1.334	1.571	2.6	3.7	0.00	1.07	101.6	1.00	115.1	9.8	8.9	33.7	0.000	0.994	0.340
19870329	1.708	1.611	0.2	2.7	0.00	1.01	95.6	1.00	115.5	5.7	12.2	34.4	0.000	1.361	0.347
19870330	2.154	1.488	0.0	3.3	0.00	1.09	88.4	1.00	116.0	6.8	16.2	35.0	0.000	1.800	0.354
19870331	2.293	1.354	0.0	2.0	0.00	0.99	84.0	1.00	116.3	4.1	17.4	35.6	0.000	1.933	0.360
19870401	2.192	1.230	0.0	0.9	0.00	0.90	82.0	1.00	116.4	1.9	16.4	36.3	0.000	1.825	0.366
19870402	2.247	1.116	0.0	1.6	0.00	0.99	78.5	1.00	116.6	3.3	16.9	36.9	0.000	1.875	0.373
19870403	2.424	1.012	0.0	2.2	0.00	1.07	73.6	1.00	116.9	4.6	18.4	37.5	0.000	2.045	0.379
19870404	2.733	0.917	0.0	2.9	0.00	1.16	67.2	1.00	117.2	6.1	21.1	38.1	0.000	2.348	0.385
19870405	2.909	0.829	0.0	2.4	0.00	1.12	62.0	1.00	117.4	5.0	22.7	38.7	0.000	2.517	0.391
19870406	3.112	0.749	0.0	2.6	0.00	1.16	56.2	1.00	117.7	5.5	24.4	39.4	0.000	2.714	0.397
19870407	3.999	0.676	0.0	3.9	0.00	1.33	47.7	1.00	118.0	8.3	28.1	39.9	0.425	3.170	0.404
19870408	3.205	0.609	0.0	0.4	0.00	0.92	46.8	1.00	118.0	0.9	25.2	40.5	0.000	2.796	0.409
19870409	2.831	0.548	0.0	-1.5	0.00	0.69	46.8	1.00	118.0	0.0	21.7	41.1	0.000	2.416	0.415
19870410	2.496	0.496	0.0	0.0	0.00	0.88	46.8	1.00	118.0	0.0	18.7	41.7	0.000	2.074	0.421
19870411	2.565	0.486	1.8	1.0	0.00	1.02	44.8	1.00	118.1	3.7	19.2	42.3	0.000	2.138	0.427
19870412	2.834	0.502	0.0	2.7	0.00	1.25	38.8	1.00	118.3	5.8	21.6	42.8	0.000	2.401	0.433
19870413	3.206	0.474	0.0	3.3	0.00	1.35	31.6	1.00	118.5	7.1	24.9	43.4	0.000	2.767	0.438
19870414	4.848	0.457	0.0	4.7	0.00	1.56	21.2	1.00	118.7	10.1	29.6	44.0	1.002	3.401	0.444
19870415	6.133	0.443	0.0	4.2	0.00	1.50	12.0	1.00	118.9	9.1	32.0	44.5	1.917	3.767	0.450
19870416	7.955	0.431	0.1	6.9	0.00	1.92	0.0	0.00	119.1	11.9	35.4	45.1	3.214	4.286	0.455
19870417	4.985	0.419	0.0	5.2	1.67	1.68	0.0	0.00	117.4	0.0	29.8	45.6	1.089	3.436	0.461
19870418	3.349	0.406	0.0	4.3	1.52	1.56	0.0	0.00	115.9	0.0	25.9	46.1	0.000	2.883	0.466
19870419	3.087	0.404	1.3	4.0	1.47	1.52	0.0	0.00	114.5	1.2	23.5	46.7	0.000	2.616	0.471
19870420	2.977	0.441	2.7	1.4	1.04	1.08	0.0	0.00	113.7	2.5	22.5	47.2	0.000	2.501	0.477
19870421	2.633	0.477	0.0	1.8	1.09	1.15	0.0	0.00	112.7	0.0	19.4	47.7	0.000	2.151	0.482
19870422	2.323	0.442	0.0	4.1	1.46	1.55	0.0	0.00	111.2	0.0	16.5	48.2	0.000	1.836	0.487
19870423	2.044	0.417	0.0	9.6	2.38	2.57	0.0	0.00	108.8	0.0	14.0	48.7	0.000	1.552	0.492
19870424	1.835	0.406	0.5	9.1	2.27	2.50	0.0	0.00	106.6	0.4	12.0	49.2	0.000	1.338	0.497
19870425	1.614	0.399	0.1	7.4	1.95	2.19	0.0	0.00	104.7	0.1	10.0	49.7	0.000	1.112	0.502
19870426	1.408	0.389	0.0	4.5	1.42	1.62	0.0	0.00	103.3	0.0	8.1	50.2	0.000	0.901	0.507
19870427	1.223	0.378	0.0	5.5	1.57	1.82	0.0	0.00	101.7	0.0	6.4	50.7	0.000	0.711	0.512
19870428	1.057	0.366	0.0	12.1	2.72	3.21	0.0	0.00	99.0	0.0	4.9	51.2	0.000	0.540	0.517
19870429	0.908	0.355	0.0	14.3	3.06	3.71	0.0	0.00	95.9	0.0	3.5	51.7	0.000	0.386	0.522
19870430	0.774	0.345	0.0	14.7	3.06	3.83	0.0	0.00	92.9	0.0	2.2	52.1	0.000	0.247	0.527
19870501	0.835	0.356	3.0	14.7	3.01	3.87	0.0	0.00	91.1	1.8	2.7	52.6	0.000	0.304	0.531
19870502	0.767	0.386	1.0	11.9	2.48	3.26	0.0	0.00	89.0	0.6	2.1	53.1	0.000	0.231	0.536
19870503	0.649	0.373	0.0	8.6	1.85	2.50	0.0	0.00	87.1	0.0	1.0	53.5	0.000	0.108	0.541
19870504	0.545	0.353	0.0	5.2	1.22	1.68	0.0	0.00	85.9	0.0	0.0	54.0	0.000	0.000	0.545
19870505	0.540	0.342	0.0	7.4	1.57	2.20	0.0	0.00	84.4	0.0	0.0	53.4	0.000	0.000	0.540
19870506	0.539	0.335	1.0	9.5	1.91	2.71	0.0	0.00	83.0	0.5	0.0	53.4	0.000	0.000	0.539
19870507	0.534	0.331	0.0	8.3	1.66	2.40	0.0	0.00	81.3	0.0	0.0	52.8	0.000	0.000	0.534
19870508	0.528	0.322	0.0	8.3	1.62	2.39	0.0	0.00	79.7	0.0	0.0	52.3	0.000	0.000	0.528
19870509	1.270	0.453	17.1	9.8	1.94	2.77	0.0	0.00	86.5	8.4	6.6	52.8	0.000	0.737	0.533
19870510	1.195	0.705	1.8	7.0	1.45	2.00	0.0	0.00	85.9	0.9	5.9	53.2	0.000	0.658	0.538
19870511	1.142	0.719	2.1	4.9	1.01	1.40	0.0	0.00	85.9	1.1	5.4	53.7	0.000	0.600	0.542
19870512	1.369	0.753	7.2	3.7	0.75	1.02	0.0	0.00	88.5	3.8	7.4	54.1	0.000	0.822	0.547
19870513	1.440	0.855	4.5	6.4	1.30	1.75	0.0	0.00	89.2	2.5	8.0	54.6	0.000	0.889	0.551
19870514	1.262	0.872	0.1	7.4	1.49	2.00	0.0	0.00	87.8	0.1	6.3	55.0	0.000	0.706	0.556
19870515	1.106	0.801	0.2	6.5	1.25	1.70	0.0	0.00	86.6	0.1	4.9	55.5	0.000	0.546	0.560
19870516	1.050	0.741	1.8	8.7	1.69	2.33	0.0	0.00	85.8	0.9	4.4	55.9	0.000	0.485	0.565
19870517	2.235	0.937	23.2	8.0	1.60	2.11	0.0	0.00	94.1	13.3	15.0	56.3	0.000	1.666	0.569
19870518	3.008	1.491	15.9	7.4	1.55	1.92	0.0	0.00	98.1	10.4	21.9	56.8	0.000	2.435	0.573
19870519	2.980	1.830	4.6	9.3	2.06	2.50	0.0	0.00	97.5	3.1	21.6	57.2	0.000	2.402	0.578
19870520	2.717	1.838	1.1	8.2	1.75	2.15	0.0	0.00	96.2	0.7	19.2	57.6	0.000	2.135	0.582
19870521	2.407	1.717	0.0	9.4	2.03	2.53	0.0	0.00	94.1	0.0	16.4	58.0	0.000	1.821	0.586
19870522	2.129	1.570	0.0	11.6	2.54	3.24	0.0	0.00	91.6	0.0	13.9	58.4	0.000	1.539	0.590
19870523	1.880	1.431	0.0	14.4	3.17	4.16	0.0	0.00	88.4	0.0	11.6	58.8	0.000	1.285	0.594
19870524	1.655	1.304	0.0	10.1	2.02	2.75	0.0	0.00	86.4	0.0	9.5	59.2	0.000	1.057	0.598
19870525	1.454	1.188	0.0	12.5	2.55	3.55	0.0	0.00	83.8	0.0	7.7	59.6	0.000	0.851	0.602
19870526	1.272	1.081	0.0	10.3	1.96	2.81	0.0	0.00	81.9	0.0	6.0	60.0	0.000	0.666	0.606
19870527	1.110	0.983	0.0	6.0	0.91	1.34	0.0	0.00	81.0	0.0	4.5	60.4	0.000	0.499	0.610
19870528	0.964	0.894	0.0	6.4	0.98	1.45	0.0	0.00	80.0	0.0	3.1	60.8	0.000	0.349	0.614
19870529	0.833	0.811	0.0	6.9	1.07	1.61	0.0	0.00	78.9	0.0	1.9	61.2	0.000	0.214	0.618
19870530	0.715	0.736	0.0	7.8	1.25	1.91	0.0	0.00	77.7	0.0	0.8	61.6	0.000	0.093	0.622
19870531	0.624	0.667	0.0	9.4	1.59	2.46	0.0	0.00	76.1	0.0	0.0	61.8	0.000	0.000	0.624
19870601	0.620	0.608	0.6	11.1	1.94	3.06	0.0	0.00	74.5	0.2	0.0	61.4	0.000	0.000	0.620
19870602	0.624	0.577	2.5	10.3	1.73	2.76	0.0	0.00	74.3	1.0	0.0	61.8	0.000	0.000	0.624
19870603	0.621	0.563	0.8	8.7	1.35	2.17	0.0	0.00	73.4	0.3	0.0	61.4	0.000	0.000	0.621
19870604	0.618	0.536	0.9	11.5	1.96	3.19	0.0	0.00	72.0	0.3	0.0	61.2	0.000	0.000	0.618
19870605	0.612	0.518	0.1	14.1	2.50	4.16	0.0	0.00	69.6	0.0	0.0	60.6	0.000	0.000	0.612
19870606	0.609	0.505	0.8	14.9	2.60	4.46	0.0	0.00	67.5	0.3	0.0	60.2	0.000	0.000	0.609
19870607	0.607	0.496	1.5	13.3	2.19	3.86	0.0	0.00	66.4	0.5	0.0	60.1	0.000	0.000	0.607
19870608	0.615	0.496	3.3	12.6	2.02	3.59	0.0	0.00	66.6	1.0	0.0	60.5	0.000	0.003	0.611
19870609	0.606	0.496	0.3	12.0	1.86	3.35	0.0	0.00	65.0	0.1	0.0	60.0	0.000	0.000	0.606
19870610	0.600	0.483	0.0	11.8	1.76	3.26	0.0	0.00	63.2	0.0	0.0	59.4	0.000	0.000	0.600
19870611	0.595	0.469	0.3	12.5	1.86	3.53	0.0	0.00	61.5	0.1	0.0	58.9	0.000	0.000	0.595
19870612	0.614	0.465	4.2	10.5	1.43	2.72	0.0	0.00	63.2	1.1	0.1	59.3	0.000	0.015	0.599
19870613	0.594	0.467	0.0	10.0	1.32	2.50	0.0	0.00	61.9	0.0	0.0	58.8	0.000	0.000	0.594
19870614	0.767	0.486	9.2	9.8	1.30	2.40	0.0	0.00	67.1	2.7	1.5	59.3	0.000	0.169	0.598
19870615	0.734	0.536	2.5	8.8	1.12	1.97	0.0	0.00	67.7	0.8	1.2	59.6	0.000	0.131	0.603
19870616	0.800	0.545	5.3	8.2	0.98	1.70	0.0	0.00	70.2	1.8	1.7	60.0	0.000	0.194	0.606
19870617	1.004	0.597	8.7	8.4	1.06	1.74	0.0	0.00	74.7	3.2	3.5	60.4	0.000	0.394	0.610
19870618	0.951	0.653	2.1	11.2	1.78	2.84	0.0	0.00	74.2	0.8	3.0	60.8	0.000	0.337	0.614
19870619	0.890	0.638	1.8	9.7	1.36	2.18	0.0	0.00	73.9	0.7	2.4	61.2	0.000	0.272	0.618
19870620	0.809	0.606	1.1	11.1	1.67	2.71	0.0	0.00	72.9	0.4	1.7	61.6	0.000	0.187	0.622
19870621	0.694	0.562	0.0	13.8	2.28	3.76	0.0	0.00	70.6	0.0	0.6	62.0	0.000	0.068	0.626
19870622	0.626	0.518	0.2	15.9	2.68	4.56	0.0	0.00	68.1	0.1	0.0	62.0	0.000	0.000	0.626
19870623	0.627	0.500	2.2	13.9	2.12	3.69	0.0	0.00	67.4	0.7	0.0	62.1	0.000	0.000	0.627
19870624	0.627	0.495	1.9	13.5	1.98	3.48	0.0	0.00	66.8	0.6	0.0	62.1	0.000	0.000	0.627
19870625	0.818	0.520	8.6	12.8	1.83	3.15	0.0	0.00	70.7	2.9	1.7	62.4	0.000	0.187	0.631
19870626	0.703	0.553	0.0	13.0	1.87	3.18	0.0	0.00	68.8	0.0	0.6	62.8	0.000	0.069	0.634
19870627	0.634	0.517	0.0	13.5	1.91	3.33	0.0	0.00	66.9	0.0	0.0	62.8	0.000	0.000	0.634
19870628	0.628	0.493	0.0	15.2	2.20	3.95	0.0	0.00	64.7	0.0	0.0	62.2	0.000	0.000	0.628
19870629	0.622	0.477	0.0	15.8	2.23	4.14	0.0	0.00	62.4	0.0	0.0	61.5	0.000	0.000	0.622
19870630	0.763	0.486	8.1	14.3	1.90	3.50	0.0	0.00	66.3	2.4	1.2	61.9	0.000	0.138	0.625
19870701	0.653	0.505	0.0	15.4	2.14	3.88	0.0	0.00	64.1	0.0	0.2	62.3	0.000	0.024	0.629
19870702	0.630	0.478	1.6	15.3	2.04	3.79	0.0	0.00	63.2	0.5	0.0	62.3	0.000	0.000	0.630
19870703	0.624	0.467	0.3	15.9	2.09	3.97	0.0	0.00	61.3	0.1	0.0	61.8	0.000	0.000	0.624
19870704	0.618	0.454	0.2	15.8	1.98	3.88	0.0	0.00	59.5	0.1	0.0	61.2	0.000	0.000	0.618
19870705	0.612	0.441	0.0	16.6	2.05	4.13	0.0	0.00	57.5	0.0	0.0	60.6	0.000	0.000	0.612
19870706	0.606	0.428	0.0	19.8	2.54	5.30	0.0	0.00	54.9	0.0	0.0	60.0	0.000	0.000	0.606
